fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,categoria
8.59941587896898,0.3120058412103102,0.40802336484124085,2.779941587896898,0.10799707939484489,7.200584121031021,16.20058412103102,0.9963766892628166,3.3140116824206203,0.7879941587896898,11.639532703175185,premium
5.391591058743671,0.5860153410753178,0.0916817882512656,1.9557571766835415,0.04708408941256328,14.778785883417708,88.69469647085442,0.9919970760469045,3.5461060705829115,0.8616817882512656,13.36313098056964,premium
11.173425835324045,0.48012806980940825,0.6392422643202097,4.9442902744599255,0.1101205980012719,5.727854862770037,14.455709725540075,0.998182283890216,3.0698719301905917,0.8272785486277003,12.01771610978397,premium
9.475576667172717,0.4280461333738174,0.5621438267051265,2.277069200060726,0.1516648573112695,5.590230666869087,15.409769333130914,0.995775658080753,3.1145861599878546,0.721465399969637,12.086838533191639,premium
9.774629521738072,0.40580451835740566,0.518292169082008,5.35853915458996,0.09140966874394137,6.639026103059973,13.721947793880053,0.9972369724924308,3.195317569887392,0.6958045183574056,11.991707830917992,premium
6.4824238659939715,0.548936123134874,0.13923223539859317,2.318316414665327,0.11487140389370848,24.633671706693463,36.091582073326634,0.9951909158207333,3.459010151200804,0.715494924399598,11.373265658661309,premium
5.381133843428374,0.408423900564714,0.04630439774114403,1.8,0.04796894837781234,19.40566921714187,89.24029636806635,0.9920107186427862,3.6485791586756524,0.7316537284907552,13.343672083932953,premium
6.364182357102754,0.3858954410724312,0.41221357798053504,1.9726362738162078,0.07141045589275688,14.410455892756884,24.0,0.9942676863232174,3.4212680875070185,0.8467408327437765,11.22736372618379,premium
8.624881323089598,0.22149287938537593,0.35900474707641605,1.9049762646179196,0.06434833852325439,52.60189883056642,76.50237353820802,0.9961221083661957,3.4685071206146243,0.869502373538208,10.960189883056643,premium
8.356804618366365,0.31,0.4276997113521022,2.412204041070569,0.16827738229349873,5.892011545915912,16.0,0.9947217747787724,3.2213609236732728,0.8010798845408409,12.187795958929431,premium
9.310938665167445,0.42666196359547576,0.4433239271909515,5.311361941574626,0.0770743353558069,24.62973414232276,42.0,0.9957998589078643,3.1807574627716417,0.7533380364045242,12.211220849438899,premium
7.332958484194626,0.6063694831629627,0.1949156589437911,2.3916198105243285,0.06587148578932463,30.625702842135073,48.0,0.9952366479242097,3.4283801894756714,0.7065916968389254,12.345809905262165,premium
6.6508216656494366,0.5650821665649437,0.1374589167175282,2.3745891671752815,0.06641402911834825,13.0,28.872945835876408,0.994304152451645,3.432705416412359,0.62,11.50941875381461,premium
11.526777511359043,0.5373222488640956,0.696611244320478,4.199168664807171,0.12319667465922868,6.0,14.732224886409561,0.9982393349318457,3.0207110045436174,0.8059002397768604,11.71966746592287,premium
9.500339558370493,0.32740949669246955,0.3441968344358435,1.9868777042771006,0.07229185607006029,9.0,28.19343885213855,0.9962247965385254,3.247737554085542,0.7642307902728929,11.219343885213855,premium
8.288175050066076,0.3918919919894278,0.26692551301717976,2.4587833667107173,0.10354053386737147,7.682433266578565,15.658783366710717,0.9957987833667108,3.3236486653315716,0.7183445070092507,11.527026693368574,premium
8.346138282258925,0.3753942649994657,0.29153254725839195,1.7307723435482147,0.06223089374192859,5.076829693553558,15.307723435482147,0.9955354144980628,3.3369268122578575,0.7953902183867866,11.399959533873208,premium
9.264276086408788,0.2969839130313064,0.5283310868287171,2.634115216721851,0.07713471737974106,6.0,16.698391303130638,0.9962250669558157,3.172620652265202,0.8928552172817575,11.715080434843468,premium
7.199468814174698,0.535073038050979,0.1523771632778988,5.076228367221012,0.060749004026577555,11.249668008859185,18.249668008859185,0.9960252323937986,3.3500796778737953,0.6449269619490209,10.899867203543675,premium
7.602115007271372,0.27,0.5135955123613323,2.9126900436282313,0.2072571111979127,4.51057503635686,9.02115007271372,0.9961722075763494,3.323413744546471,0.8646530159970183,10.438367460007456,premium
7.699088497637642,0.26557581116360796,0.3510604720909801,2.2336371674541193,0.04800911502362356,4.0,8.442418883639204,0.9948257002921437,3.3712427725634515,0.6554846609273721,11.331814162729403,premium
10.024663984006706,0.31098655936026826,0.47234307848063706,2.604932796801341,0.08509865593602683,13.975336015993294,32.96300402398994,0.9996493834003999,3.3577802414393965,0.7979035613594301,10.503699597601006,premium
11.804900877467244,0.6807351316200864,0.5238465273655275,3.3216830755612587,0.12481138236213696,7.0,20.944059339686614,0.9990019700624906,3.1683217801905985,0.8372029669843306,12.138465273655275,premium
8.172401232042045,0.3147312173642207,0.39605731886314943,2.2,0.05815770724547393,6.0,10.078853622737011,0.9953438350073389,3.315125485477906,0.6815770724547403,11.21182804341055,premium
5.1,0.4685800965349114,0.0,1.7705575172515688,0.044,16.822300690062754,87.41115034503137,0.9918850345654082,3.644669020701883,0.7918292137717053,13.393902620760981,premium
8.240198653932534,0.29121275238765015,0.46654469713481983,2.1074751682584334,0.09068269783988564,6.0,12.0,0.9941450339638483,3.27345530286518,0.6274751682584334,12.3327234856741,premium
10.270863017691001,0.4334747948665533,0.4969495897331067,5.8749643787708,0.08057049329174867,6.0,14.180575345127334,0.9972691939762758,3.173884930974533,0.5513956173432933,11.8,premium
7.7888492925026345,0.33839726152763144,0.36160273847236857,2.059232861668422,0.07629616430834212,17.56794523055263,40.16027384723685,0.99379254243717,3.349756166138684,0.8324739753607893,13.124739753607892,premium
11.849292978552825,0.6886616223191031,0.5418316383376742,3.5521210643415246,0.12445050849869776,6.915488297588042,20.830976595176082,0.9991661953190352,3.174225585120598,0.8273232446382063,12.301414042894349,premium
8.708627131474556,0.22373405764443788,0.36441297721615384,1.9509189678786982,0.06498443337898817,53.0339459785858,77.1018379357574,0.996181215270917,3.4642291836404144,0.8662659423555621,10.98981620642426,premium
11.969742026724685,0.32538695991297406,0.5414385545680372,2.263095679303792,0.0845902906463606,10.0,21.60515946550632,0.9983261913586076,3.0314385545680373,0.7174901492231004,10.05128986637658,premium
6.846214838337264,0.4778218077145092,0.14678054339137336,1.75946980147451,0.06113637617694122,5.297349007372551,26.10795297788235,0.9946488658309647,3.454033887124705,0.8994698014745102,12.02424158820392,premium
9.916835814914183,0.41580678252048975,0.4869758478150612,2.6319565758388777,0.07684879239075305,10.92439619537653,19.15120760924694,0.9962410290323936,3.2436086848322248,0.6398284946010511,11.62268114138704,premium
8.197105824516536,0.3288423298066147,0.38913174735496103,2.49131747354961,0.07324751437429956,29.173650529007794,48.14470877417316,0.9952718963086463,3.3185529122582684,0.8837624281285021,12.4,premium
11.438372818428958,0.41,0.5327546435847464,1.7619475011668602,0.09405253031492838,22.1672005326597,41.05573351088657,0.9972357463026825,3.0322613723950447,0.7605573351088657,10.050480479393729,premium
7.311321324986196,0.47464144100165656,0.20638999033204494,2.2577357350027607,0.06494842843331493,13.0,29.474214216657465,0.9953120262331406,3.3298992988350817,0.672163563832321,10.751571566685072,premium
5.358612795296795,0.777747700160565,0.06896341207914508,1.282774409406412,0.04572408530197863,13.689786745053432,92.31021325494656,0.9922854954003211,3.5851753083911753,0.8334451181187176,13.082774409406412,premium
9.658008676777154,0.4457536383369338,0.39559228948727465,6.168909879707014,0.07783982646445689,5.8445493985350705,13.533648195605211,0.9972345218300216,3.2348720962343886,0.5210901202929858,11.53573397750962,premium
5.531910047324326,0.604876170367572,0.03638200946486511,1.6723598107026978,0.04431910047324325,22.89439242810791,87.31910047324325,0.9913105607571892,3.5191460283945952,0.82,13.64898947943242,premium
8.227711314623306,0.5852529517282168,0.15987958404726293,6.068433810339729,0.10781444991432845,5.0,11.342169051698646,0.9982631323793205,3.346048166381095,0.7122409883604119,10.527711314623307,premium
8.877795419170704,0.34814961826422536,0.40333068712439435,3.607401526943099,0.10925984730569015,11.962992365284506,24.0,0.9954711261062951,3.2314803053886196,0.6977795419170704,12.00370076347155,premium
7.269555659749749,0.41552934982235823,0.23254525260800069,2.0807460243035893,0.0595715855898255,3.596269878482053,10.403730121517947,0.9938277015902786,3.447641253467897,0.6777015902785642,12.621119036455385,premium
7.5060194420329465,0.3792992046441067,0.3292003534915081,3.277987627797216,0.06514015907117865,9.460017674575406,29.460017674575408,0.9946177175862025,3.291500441864385,0.5751032697964501,11.461006186101393,premium
8.203546491378178,0.2980850328665918,0.4582979605600898,2.112056688577728,0.08926242654090435,6.0,12.0,0.9941848931906262,3.28170203943991,0.6320566885777279,12.291489802800449,premium
9.146093596741583,0.3307695320162921,0.4407656158044949,1.5769532016292092,0.057538672411404465,19.153906403258418,37.0,0.9949969297043584,3.1930820442769656,0.8807656158044949,11.176953201629209,premium
8.351855612060929,0.3389649182716837,0.26407219396953496,2.5,0.07846680203419348,17.214844896487442,47.60742244824372,0.9964441606320423,3.3817773265526885,0.8042968979297488,11.087402143114698,premium
5.233987496376806,0.4766012503623193,0.06379124746376463,1.8039249782608398,0.051960750217391605,17.980375108695803,100.22212561594287,0.9924009100318841,3.54,0.7083674905796972,12.664495783816367,premium
7.634860062917257,0.36403731655539817,0.33816370546564173,3.470653039719468,0.09987150157293141,8.550466456942477,17.27523322847124,0.9971878880503338,3.3410093291388496,0.7524766771528761,11.055046645694247,premium
9.637248315677779,0.5443144782082538,0.34437839497576733,2.4261425363195768,0.08847714927360846,35.0,67.0,0.9973960690223967,3.2826142536319574,0.742417704751799,11.734643659201058,premium
11.121651594603268,0.47063612567726576,0.6280245121640413,5.030580675661221,0.10792019277063887,5.684709662169389,14.369419324338779,0.9981477677297355,3.079363874322734,0.8268470966216939,12.052232270264488,premium
8.577643904662736,0.3878982584750674,0.47013386800879386,3.2631860678005395,0.07843507332639146,3.460508707624663,10.0,0.9948008299724632,3.2652610449149595,0.6406559578387129,12.422356095337264,premium
12.632578531871172,0.5637271753855461,0.6809276835161037,5.465157063742342,0.07944229380226238,7.0,41.162892659355855,1.0018233016967102,3.1013915252741553,0.7027940114290653,10.627830505483109,premium
9.617496996481517,0.3844997997654344,0.43724989988271723,6.104374249120379,0.07163750500586413,6.31875250293207,13.68124749706793,0.9968797488987099,3.2386877252638864,0.5314378253811691,11.89562575087962,premium
10.989906716379926,0.4513658789368112,0.5338837064655514,1.474821724712598,0.059906198175295314,22.251782752874018,42.0,0.9969749423714375,3.039714759540157,0.7286341210631888,10.612232587068897,premium
7.291217801411051,0.3596457854585914,0.31061621720015187,1.7114022251763812,0.06145608900705525,3.0,13.34206675529144,0.9960228044503527,3.2516642278351244,1.0794759946825137,10.057011125881907,premium
9.023172637636462,0.2308553738728148,0.4253654724727078,1.9231726376364608,0.07068895768272387,10.0,22.847589564546915,0.9953413996754271,3.3237791536544776,0.8154276869364074,11.776827362363539,premium
6.827264840394186,0.40687662666869917,0.25312337333130086,1.816479737376817,0.06705694634359448,3.0,12.534081050492732,0.995482829966047,3.341820547881744,0.9905090468657922,10.652286529310175,premium
11.76095874950954,0.2619520625245231,0.5190239687377385,1.8073202344669614,0.07053638515042578,5.975599218443462,9.975599218443461,0.9967458302649445,3.2,0.7192679765533039,10.246361484957422,premium
9.192158198241488,0.30259802252198137,0.5444118648681117,2.787009887390093,0.08311762702637768,6.25980225219814,17.0,0.996519509036011,3.1733822026978324,0.9018138423461303,11.60906921173065,premium
10.070222824809457,0.43191424697653485,0.39340648263638,2.5978730589149612,0.09197873058914961,13.14888587595271,51.93619176744884,0.9983242606359707,3.222552329302047,0.6446792703870852,10.012761646510233,premium
10.9747016726842,0.32503579927789605,0.47872315054157794,2.6874701672684203,0.0937494033453684,15.624105018052598,47.626491636579004,0.9985674224348979,3.13252983273158,0.9723866356199957,10.52482100361052,premium
9.969449121665308,0.4089232018542855,0.30157485361088476,2.6057874268054424,0.09258681140208164,17.884251463891154,47.94212573194557,0.9981289371340273,3.2236338305140135,0.944629941444354,10.6,premium
7.481720309553869,0.503548278598482,0.1727957833122918,1.936559380892262,0.08365948936728372,11.939067698512897,35.365593808922625,0.9966531531534161,3.3885305222081943,0.6309678142676787,9.676703674312602,premium
9.681095087803701,0.5358539882928399,0.41048670569053386,3.235049571539288,0.08598174853660498,35.603650292679006,68.810950878037,0.9975621901756074,3.257866155935103,0.7541460117071601,11.840243352845267,premium
9.295661632120009,0.36997934110533337,0.44004131778933325,1.6010329447333314,0.03807437202079985,21.006197668399988,42.00413177893333,0.9952601652711573,3.240330542314666,0.8100826355786666,10.800413177893333,premium
7.424644092274145,0.684146786759502,0.012985763690965798,2.359715273819316,0.0780142363090342,9.64928818454829,14.0,0.9952046440922742,3.478435936609346,0.6538861095277264,11.629857636909657,premium
10.5,0.24465623422137744,0.43164058555344365,1.8232811711068873,0.07723281171106887,6.0,22.465623422137746,0.9976,3.2030156486679338,1.0476718828893112,10.823281171106888,premium
10.714786533255047,0.29784552691126065,0.4297103629586137,2.837296720947061,0.08415751990059667,50.38262177751682,74.77489812307985,0.9991911534068407,3.356270327905294,0.8001930913609242,10.499034543195378,premium
10.304024875939218,0.38278631823343,0.5292261197361792,2.4160995037568727,0.07776161693604919,5.959751240607818,21.04024875939218,0.9978133149319418,3.202414925563531,0.7639937810151954,11.152012437969608,premium
7.535245083103467,0.38,0.2988251638965511,2.037249453678163,0.05972494536781624,14.25501092643674,29.37249453678163,0.9954947886365059,3.23,0.7488251638965511,10.704008741149392,premium
5.150529154325464,0.4288426020069563,0.003789686574409836,1.8,0.044,19.263228858136614,87.87367711418634,0.9914727313779235,3.6572618805535413,0.7413690597232295,13.650529154325465,premium
9.093633387679718,0.3625466449281127,0.3852250407597886,1.8111415715604935,0.06049341245482185,20.984083469199295,54.904500815195775,0.9949921788066218,3.182546644928113,0.8206366612320282,10.993633387679719,premium
10.57076253781677,0.28304820241593553,0.49695179758406444,2.4146187310916147,0.06178071903362578,5.231726586135482,12.304820241593553,0.9974146187310916,3.0847589879203223,0.7353654682772903,10.430482024159355,premium
7.341776678216734,0.3483553356433467,0.33417766782167335,2.2075632524828666,0.06859543460384067,19.746699653498,37.417766782167334,0.994406243113882,3.36253300346502,0.8159543460384068,12.726650173251,premium
7.9,0.3,0.68,8.3,0.05,37.5,282.6349270250478,0.99316,3.01,0.51,12.3,premium
7.478725309523333,0.3390065841271113,0.32950329206355566,1.8524835396822217,0.07158856992065558,18.0,36.95032920635557,0.9937985936269811,3.353758230158889,0.8852483539682222,12.99643929365445,premium
7.056733712539018,0.4229798862382944,0.26940788521938863,2.0955108583073208,0.05791021716614634,14.522445708463396,29.0,0.9945409171406738,3.2753676576959774,0.7265711995924377,11.395510858307322,premium
9.07790517737372,0.30215215244445337,0.34988534036365104,2.110760762222267,0.061784784755554656,13.0,27.0,0.9951423241418991,3.2666284467878834,0.8466284467878836,11.88780599232337,premium
5.277311078820388,0.5724875277855339,0.017731107882038827,1.6581511369436894,0.04435462215764077,15.87226705415534,88.0,0.9918643363908418,3.637445341083107,0.7619159941876699,13.351764489651456,premium
12.229791193323265,0.36414849075113265,0.6829791193323266,2.8851044033383673,0.09357447798330816,11.138283025037754,29.425522016691836,0.9995425522016692,3.185744779833082,0.6702134588315715,10.8,premium
7.3703691879544015,0.3540738375908802,0.3370369187954401,2.0074156843191933,0.0717406106749841,18.88892436136797,37.70369187954401,0.9938629854288663,3.37111075638632,0.8474061067498411,13.155537819316015,premium
12.116803875524955,0.3643031473845099,0.6319670698740109,2.836474574265063,0.09043031473845096,12.0,29.76639224895009,0.999623360775105,3.1636474574265065,0.8005336582664343,10.566392248950091,premium
6.663139784454542,0.5524232258654549,0.1458930465490907,2.3873720431090915,0.06408418637927273,13.0,29.04209318963636,0.9940891237266709,3.412002293969091,0.6246302508599998,11.615813620727275,premium
6.610724360840048,0.5566039524006514,0.1432173082520145,2.3928504261066346,0.06396425213053317,13.035747869466828,28.982126065266588,0.9939830479723554,3.4166039524006515,0.6219661328206755,11.692850426106634,premium
10.20368328307919,0.4375444779472063,0.42,1.9975444779472062,0.07107366566158381,6.987722389736032,20.024555220527937,0.9956838185639121,3.140859432718478,0.7931921786686318,11.096316716920809,premium
8.81556298602262,0.37288907465056553,0.4313886566867931,6.632802391199929,0.07284995820362276,16.71668059879241,38.14445373252828,0.9980381726574807,3.3156663880241517,0.8313886566867932,11.71276895409814,premium
8.146269341136128,0.41070859590353315,0.38925386822722546,2.3768653294319364,0.0723059598829581,8.615673352840318,18.847020058520954,0.993525936103925,3.3108212035112574,0.7507836676420159,12.853730658863872,premium
9.035929456538614,0.3160176358653465,0.4067964728269307,2.5125643476910886,0.08145481412689107,10.64070543461386,24.0,0.9953132917064997,3.257185891307723,0.8019470924039604,11.796105815192078,premium
7.652777721505545,0.27873015551460256,0.3530952332719039,2.2781746112134935,0.051746031102920496,4.436507775730128,8.436507775730128,0.9951567460108449,3.380357150092144,0.6487301555146026,11.043650777573013,premium
6.445034934444798,0.5584910723085518,0.13050815137045269,2.310007763209955,0.11719782630121262,24.799844735800903,36.05003881604978,0.9951905003881605,3.463995342074027,0.7130023289629864,11.340031052839821,premium
9.100883020181772,0.3021365498558445,0.5364979515857108,2.6504415100908862,0.10905707803948492,5.786345014415552,16.786345014415552,0.9957974929406518,3.15,0.8964979515857108,11.870923988467558,premium
8.891058899768774,0.3856942396300385,0.4956942396300385,2.5195300979189663,0.052268233006936775,13.0,27.0,0.994905224337549,3.3039060195837933,0.8722825892831996,13.212236895144255,premium
7.9,0.5247257672645215,0.19791134910321778,2.959338853363421,0.078,16.164838448430142,37.58241922421507,0.9967175807757849,3.3441758077578494,0.7901096930941914,12.15933885336342,premium
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.570696056414622,premium
10.288428764333743,0.2883419606687423,0.4916580393312577,2.5557856178331284,0.05966321573250307,5.055267977708589,12.834196066874231,0.9975557856178332,3.058290196656288,0.7388946404458282,10.483419606687423,premium
7.093480302249974,0.49249765241252996,0.21348030224997394,2.1065196977500262,0.07318456826375273,13.93480302249974,28.0,0.9957119371286253,3.384453561737538,0.6714141662374856,10.714141662374857,premium
8.629387972447496,0.40268227784214156,0.479743480597392,3.381458222737132,0.0820571580713246,3.386588610789292,10.0,0.9949708461951846,3.256390633294715,0.6325247471868221,12.370612027552504,premium
5.566593210781584,0.8474944908086188,0.05501101838276226,1.3665932107815848,0.045167033946092075,12.167033946092076,88.83516973046038,0.9924,3.5616703394609206,0.8250110183827623,12.916703394609208,premium
10.384103527046559,0.43805709775013485,0.7267323916706814,6.5089341115369415,0.07391168626136976,38.13247060794535,76.00883137386302,0.9989738591333654,3.172649412158907,0.8501766274772604,11.991168626136977,premium
10.385337361106755,0.40756596180631793,0.4570674722213509,2.0231671701383442,0.06706158107648146,7.0,19.768328298616556,0.9962021117812373,3.1793841892351855,0.81085045312451,10.960996979169934,premium
9.922468499818889,0.31515414032783867,0.34828195322405375,1.7145364517297488,0.07419824483789175,9.0,28.057268225864874,0.996573393341786,3.242290729034595,0.8105288032059427,11.205726822586486,premium
8.329929329798473,0.26051060053022895,0.39350353351007633,2.1401413404030527,0.04485388686108388,4.0,10.0,0.9937548939946977,3.291021201060458,0.7064964664899236,12.60510600530229,premium
8.411605192318289,0.39961316025605703,0.3668510474366745,2.321547358975772,0.08691720859003321,6.0,10.784526410242282,0.995612433106418,3.2516015935875537,0.6349168487169596,11.743094717951545,premium
9.622839319829716,0.44923868933900946,0.4845678639659431,2.8769032766524765,0.09163442555082538,11.025377022033018,28.51268851101651,0.9967076131066099,3.283858034008514,0.7110150808813207,11.456344255508254,premium
9.277191508362051,0.31844066046072933,0.39311867907854137,5.115334905858879,0.08361468868202424,9.230669811717759,17.23066981171776,0.9953013396234355,3.2315205661091966,0.5569071698748415,12.200129244766913,premium
9.370513558392839,0.36764303775961443,0.32412224256044064,2.482347196799449,0.09282249542390085,16.176528032005507,47.94083180796695,0.9975362545996592,3.211183363840661,0.7123569622403856,10.44132008001377,premium
6.7953127644894735,0.381180551637193,0.42338541372789473,2.3527779345122806,0.07959896215373684,13.559027581859649,24.0,0.9945467883129749,3.4014930340045617,0.8325173444580701,11.37638896725614,premium
8.381356173785575,0.3625424695142298,0.42813561737855743,2.3,0.06430506783500978,11.440685213567237,19.186438262144254,0.9952688165549411,3.2091520350502933,0.8025424695142299,11.479657393216382,premium
8.577958447356675,0.38914182629934546,0.3811833789426701,1.7779584473566754,0.06645709131496727,6.0,12.661246579299739,0.9951776332421147,3.3389792236783378,0.7010207763216623,11.722041552643324,premium
9.9,0.4130225466500114,0.44652379924167873,1.8151127332500572,0.0702543840708355,30.64987474083327,48.75062629583365,0.9968790425881167,3.2354912318583287,0.7989924844499962,10.950125259166729,premium
7.198332550157773,0.573804050562249,0.02313707062535855,2.1404898735943774,0.09204116817814113,8.884314646873207,14.115685353126793,0.9949528817724699,3.4136373055780265,0.5638822423752152,11.517352802969018,premium
8.309269210957757,0.28432563178028647,0.477219236712673,2.0907307890422433,0.09222756575352029,6.0,12.0,0.9941133691594479,3.262780763287327,0.6221628158901432,12.378371841098568,premium
9.802436004437824,0.42721644734597686,0.4818650119474398,2.6535143539853703,0.07618650119474397,10.767571769926851,19.116214115036573,0.9960629232053254,3.247432117255486,0.6462699761051204,11.72783552654023,premium
9.1988531964733,0.3314449543360958,0.45072247716804786,1.6517202052900528,0.05851720205290053,18.711009132780852,37.0,0.9951476147029871,3.192282111856814,0.8878325684958563,11.222821118568138,premium
11.486251121145376,0.5389306427557514,0.7084723467939306,4.4076382660303475,0.1237402989549682,6.005092177353565,14.98981564529287,0.9983907322372164,3.0114767314325337,0.8289306427557513,11.80152765320607,premium
12.13911619937559,0.37434942757024614,0.673911619937559,2.9304419003122053,0.09334779049843897,11.478314252341539,29.652209501561025,0.9995652209501561,3.18347790498439,0.6543453348907282,10.8,premium
8.279248403780532,0.26811273943292024,0.39603757981097343,2.2415031924389366,0.04764133779207071,4.0,10.0,0.9936788726056708,3.3062254788658407,0.7039624201890265,12.681127394329202,premium
7.548352304859182,0.39131815611265464,0.3918693792324453,2.5142899815846813,0.13356141119158896,5.758238475704092,11.516476951408183,0.9954939634296658,3.3940653103837772,0.8070341487465271,11.113181561126545,premium
10.008806185416137,0.4999152578476278,0.39696020618053796,2.782387629167725,0.08926418556248412,15.431835055569662,54.12785567362346,0.9985102284538899,3.2655969072919313,0.6612785567362346,10.455969072919311,premium
8.66149368429413,0.3453960584581667,0.3907662456196087,2.7538312280980435,0.10392143509078479,7.153895906339855,16.153895906339855,0.995556734514972,3.293071450302616,0.7792272865562102,12.000064678241813,premium
8.568499624983112,0.33709173125290853,0.367124906245778,1.7736667500037528,0.07142000500022518,7.368333750018764,12.368333750018765,0.9937867836125126,3.281308368751595,0.55,12.152666499992495,premium
5.6630979442446465,0.3953115370979673,0.08753182301629767,2.1673321715509983,0.05473321715509982,16.22444057183666,42.22444057183666,0.9921908776583263,3.620223771265336,0.7467332171550998,13.66333914224501,premium
8.213344660751673,0.34552364770354754,0.4577618238517738,3.1299830088724914,0.07329983008872491,15.895270459290492,37.0,0.9967807431336115,3.311951005480154,0.8667145284446787,12.419510054801542,premium
9.663025577106586,0.4238907673131976,0.5370420461685269,3.240840923370538,0.0721319463529437,11.536974422893413,24.536974422893415,0.9962418075484898,3.3168487211446704,0.8826051154213173,12.698066749761438,premium
8.195532143348252,0.36035300325791486,0.36256480521266377,5.1051844170131,0.06603530032579148,19.77881980452511,37.814120130316596,0.9965799336208866,3.325576396090502,0.7862824026063319,11.611527921810044,premium
8.490043103918905,0.41082241403783093,0.19497844804054723,2.5,0.0834415517410806,18.320344831351246,48.160172415675625,0.9969029431050108,3.365194827529731,0.8264068966270249,10.893939654513533,premium
8.927446051219327,0.35548921024386526,0.40914868373977553,3.4993644788624696,0.10496822394312348,12.0,24.091486837397756,0.9954634688171546,3.240063552113753,0.7082338153657979,12.118932888617081,premium
9.569144329102027,0.29573321884762016,0.43853356230475976,5.06126956868481,0.08285777396158725,9.12253913736962,17.12253913736962,0.9950850782747391,3.2120570447265315,0.5396062619791392,12.340699121419494,premium
10.47343999574113,0.24,0.43062400170354825,1.8,0.07646879991482258,6.0,21.734399957411295,0.9976,3.2206240017035483,1.0420319987223388,10.8,premium
8.303611937026243,0.2929514921282804,0.40129514921282805,2.4,0.05860526098542301,4.259029842565608,10.0,0.9938811970047814,3.304097015743439,0.6844582094460635,12.683436570845476,premium
7.577876344091716,0.41664976958427724,0.3111251920131023,2.2,0.0615549923194759,6.0,11.777496159737954,0.9949956132872537,3.425537250382967,0.7155499231947591,11.466624423960694,premium
10.4,0.3260086348406778,0.622460754699058,2.7556514982297533,0.08360086348406778,5.044348501770247,21.955651498229752,0.9997024332961055,3.259556514982297,0.752417580495669,11.1822605992919,premium
9.445021136975987,0.5368936191367275,0.4941701894959978,2.34485104690618,0.08872595613522896,30.965106679141847,52.13787238273455,0.9966367487940119,3.212059581237528,0.76,11.6,premium
5.076193570110049,0.42,0.24571451775825365,2.0,0.0660954856088039,19.761935701100487,50.95241962637561,0.9922733566150781,3.7314290355165074,0.7209516074724878,13.676177327032292,premium
9.086088632913663,0.28344758019360977,0.39826612271053696,2.0102822174248804,0.06031048396127804,5.655241980639022,14.310483961278043,0.9960536289256919,3.2138104951597555,0.74,11.351814574830728,premium
9.601714741218279,0.40669719524010206,0.5097486374766504,2.0856001594263973,0.08633943904802041,6.0,15.0,0.9963747661834548,3.1843199521720806,0.6959314103512688,11.8,premium
8.743493379955705,0.46521225081506024,0.3052192055946846,2.7478079440531538,0.06713082787884833,10.08698675991141,28.26096027973423,0.996378253310022,3.33,0.6865274843831679,11.269589407929127,premium
5.181690642614139,0.5380278804968697,0.044929853437776855,1.9042266065353495,0.045633812852282796,14.816906426141397,87.2253596392121,0.992305068365282,3.551830935738586,0.9154928072157581,13.185917249149488,premium
7.949075406804925,0.4805547559170446,0.20180655510369422,2.3745377034024626,0.06835419665311082,32.13655741493843,46.11806555103694,0.9945836842538837,3.407823607618276,0.792176392381724,12.588193444896305,premium
7.885729162136358,0.33597537837603264,0.35818276486322287,3.461088999913207,0.08096098486495863,25.740246216239672,36.81827648632228,0.994011971583743,3.225195075675207,0.6367556810768586,12.525975378376032,premium
10.472342011368859,0.2793605920417991,0.5142527818098264,2.1489218976802733,0.07965947931786849,5.723420113688585,23.44684022737717,0.9982084757498851,3.202126390904913,0.9570260341065755,10.982973965893425,premium
10.163610074240056,0.2556186397381844,0.4999175147015754,2.581805037120028,0.08209073382826704,49.53711838429106,83.96700588063017,0.9977404563540093,3.3148762720523632,0.76,11.245463308586649,premium
7.935163027273882,0.5689279838640116,0.17377785670430015,1.7918953784092353,0.06467581513636941,3.0,15.756861352277056,0.9961837907568184,3.4046012189775468,0.9345883188633767,10.459476892046176,premium
8.447706876880302,0.2686238162534755,0.34339450394150567,1.7660549605849434,0.05654128241364868,13.440366403899622,27.220183201949812,0.9941073392334819,3.1598164881754833,0.6208256482729736,11.3,premium
10.001808349046769,0.4013571956289293,0.5948415359974445,3.5601789672169697,0.08190044741804242,6.0,17.633482472680807,0.997160178967217,3.172171886543828,0.847149515641707,12.238460101778687,premium
9.648768163682009,0.5536005664419931,0.5288893358752379,2.3923869140509697,0.09041155077732979,30.1522617189806,51.6954765620388,0.9969553513669684,3.215123183631799,0.7447738281019399,11.65329160164321,premium
8.552948246117094,0.34636723945463543,0.4304155160165862,2.359517234380492,0.07104155160165862,9.297586171902463,19.85120691404877,0.9945635378953406,3.3576810371073154,0.7491689679668276,12.536327605453645,premium
5.249514652701397,0.47504853472986025,0.07466025689097822,1.8970879162083847,0.05102912083791616,17.514560418958077,97.58250904076243,0.9922642710562277,3.54,0.7487380970236334,12.87670025358578,premium
5.151941342267335,0.4511648053604011,0.02077653690693408,1.6961173154653297,0.04919413422673352,18.519413422673352,97.34944160812034,0.9921569371676209,3.607282120825731,0.6728645235059313,12.872821208257307,premium
